Id,SalePrice
159,132677.554888208
1281,165190.12296450758
468,183060.3427116885
290,115130.89914516897
665,107223.28825024594
1463,276846.1190064439
1792,222778.41977127103
923,150138.85520977157
500,293904.97459249897
1408,159567.4964058963
331,85676.96694551357
170,109855.7351656573
2192,101078.83662921579
2571,346426.38281917037
2314,173767.87080400894
2647,87302.11195308312
422,447003.25389326457
2457,387821.2797430537
1838,213824.76440004952
2805,261156.80547295156
1645,158837.72857459067
1711,313965.18113105115
2825,265606.0668867684
322,372243.8618971703
2103,271990.78781591466
342,125102.0686899813
600,110499.59367237372
488,185398.44967298605
1725,340880.65975639084
2246,259351.5425860603
2847,162093.73848801397
806,240077.94117865514
530,243005.86481359345
963,193320.3684967545
2678,91529.58106622084
171,95977.61932833123
2401,467026.34700745635
805,218685.75764491796
2259,169502.9786351925
1748,172975.08368658196
1361,134115.28496262585
1677,115917.92081063533
1406,140134.0155438487
2322,255800.41340582975
688,159419.3324081774
143,136525.0268492344
804,199428.0752139397
1214,151572.63944993273
2828,140298.70549247158
1999,179012.00735184705
2467,200969.7655097073
2665,149310.16839814425
1538,334155.572160999
398,112763.30172342662
2822,144169.72134916525
2157,138990.59942737911
1856,185594.48392278416
1269,104182.05103182331
2570,121053.54534609095
2320,241285.1612221449
1517,129504.78954784674
2304,133125.2515624609
1312,105251.87777464508
2012,127583.55505148796
506,261226.2346451959
2865,209773.0563904576
2367,103891.29746310206
554,100634.51702105463
238,122817.72130636904
1954,117752.93503969419
2488,130751.85918304035
2291,94039.82211991999
1969,106878.9598499261
2725,159353.6751439366
1482,139826.68027051628
2763,202391.05317633052
503,250076.50461626795
1584,248829.1091946881
1531,162499.53061836647
2210,179078.5946840137
459,345237.7293772565
556,127501.88310440825
1347,129799.77594614534
1290,81536.43714004252
1388,111659.19190653466
1571,123360.58964786446
2754,202145.07973487154
765,133626.36600359814
2494,128495.13021620919
2870,210830.58896897756
7,216868.31079359603
1114,254950.11369568075
2418,280661.87088193395
291,124343.85056010658
18,367528.0346044037
39,366176.9184421671
1001,269160.9116443668
2442,242485.52478585514
616,128499.14140197384
2680,90432.83435744625
1414,109454.76386210101
289,142403.9955011682
40,256923.024979784
860,117979.18725661666
409,134478.1149235345
673,145333.19532913953
2427,169083.29204573552
2036,195132.7372035628
2564,147408.92080028114
642,164552.13330606092
1008,189277.2833627677
1908,149092.25755626903
2519,185918.03421943638
1369,90926.04070643206
2855,164959.67029566798
712,81277.49572574899
1943,106668.57187932005
1958,134904.98660782786
107,147527.65181718246
2295,213884.206655756
704,99427.23375861045
676,134130.72521982723
259,181500.7658537961
93,287541.98014873365
106,237386.09883375192
2315,181068.79445499508
1050,123352.21802575912
1095,197684.7970352783
2709,138631.2870338643
758,138523.67928856632
1496,155747.51692865975
2370,115153.74060099912
2458,270849.2282970526
2733,123476.5685043858
161,289601.6704692966
726,153312.7534402172
845,208388.72174095368
947,258587.82935716023
2232,107379.94887761651
2563,139303.8737192034
2299,148468.6921731195
211,115087.60484635513
605,155576.38567864435
1478,208608.9747917116
2247,259164.00944496057
2274,192120.24620032843
2869,215522.23620976123
967,219422.70295662727
2656,108092.33252992675
667,216636.883514433
1042,104840.00117000274
2023,164062.5028583759
2447,406040.0776915788
2055,126931.22592704411
2275,302169.9518836915
2204,175589.4112466032
1563,264813.22764252964
483,207183.4691110651
796,136422.32935835305
1526,170910.07619874727
2042,145575.4133144933
442,364006.83641559
1693,334034.0685147303
1468,211316.4251692579
1430,181232.7572160404
2605,161192.79066068173
1529,185863.179834901
335,145289.79501000998
1287,124208.31821778655
31,104139.49730584721
1785,305605.98696856794
82,157793.0376678573
2620,138171.27504957822
252,193023.85114459047
721,64642.74445151328
2165,193708.04160133697
2316,171228.95127351384
775,133571.90927062547
1558,93002.5566968266
17,191187.65953685727
1022,255088.830535942
925,128339.1985637694
438,299294.3366774269
1270,130123.012121296
1272,120936.78485411801
215,123485.11923665178
266,224538.48584286563
2402,275769.3896329361
1250,121059.67622283607
1984,106778.7599928856
1279,136656.86971192315
377,253566.57100814267
1252,141135.65470740423
2156,262405.8682502949
499,315095.1421374326
1374,137073.2614868575
2898,237464.7337136043
401,118493.68986994468
2721,170144.13274460696
2078,248551.22110267472
2589,132289.3204593536
1946,258693.3160198988
1334,122886.39466477136
2781,246479.89195191994
431,411426.1314176333
576,190297.85822239457
1474,202583.24218499422
2254,141546.95139925822
2155,277742.926350516
885,115984.98925201234
643,128127.43939933545
1944,135327.26283579096
480,201250.9379704123
2845,116516.86322714292
2387,321286.47226602194
2407,209318.8923869535
2527,155999.92451372455
2514,147838.27727246608
629,167727.4621774436
80,195319.21575115604
1876,146333.9870075528
1546,120405.96460794828
2518,171597.29504733765
2347,161417.6967014567
783,216295.010180762
1322,82961.02888696954
194,80066.51680899473
1770,302480.1405853361
2143,134564.28688092995
1229,205861.81988105478
511,279164.386046089
46,210162.2309856378
1348,148488.28444163813
2465,199173.42609631372
387,238852.0076419473
873,211311.5289311627
1918,113964.91086372733
2764,227592.33142546183
2184,122376.74971254077
934,132602.73789969855
1920,132871.5352798244
2631,145960.0303943706
1768,673715.8893567476
2040,102179.04111600204
1749,221607.51423489017
834,244945.26029308303
1457,255475.74656508904
79,120723.16892712629
2302,121910.09273247526
1817,135170.90202714474
2755,239558.7852174691
359,170592.22899230436
2059,122423.11520507233
2092,242534.4147438529
2516,245108.6567154192
150,118729.58675598627
1656,143259.75878357992
83,92799.45828086941
2411,191910.72452103443
795,95596.5241177947
2312,244751.7444562465
2917,79910.03555161886
1624,179275.87078210886
2215,279197.6518825557
1211,150960.15163842437
1485,139635.45109034015
1024,176321.94441123874
570,194445.24406728667
2874,125281.27324481745
700,143321.08283501293
2756,212994.74478686322
2022,169210.99056232028
583,208725.28435335928
2392,354459.8926395759
2424,195368.87203155356
212,109965.90546964594
736,134714.09102431042
1610,164273.49886362598
890,118373.3505541668
467,181800.56230691084
578,223454.6672331726
1747,190080.3338152982
1149,163410.72826671158
2758,248361.9463218318
857,120999.73686580296
2219,280716.4032664347
733,119747.64157937618
2909,108632.81758350114
1798,274765.93682644924
235,123098.84102561732
2366,125607.64935539525
1027,126371.01537269822
1195,132085.69189328016
1303,68654.02596431496
148,166329.67147290253
608,149725.6325722726
2515,196126.68121398834
821,299183.3629810966
2500,293977.42572285543
745,114562.88196007043
741,129728.19541527741
1611,151999.18593060633
2532,133396.9812175433
1081,213100.47854022373
1692,455116.16955088114
2520,170572.04101899514
276,101236.41442896584
1992,129743.99063083588
663,56701.045355565846
418,122056.4432603053
1733,186650.13376260147
2359,137732.5091205691
253,189490.63602199714
1518,173826.76715332674
2035,138001.6021523638
2919,83663.39614599624
1540,231966.41663146488
2120,147116.69052328565
1674,190383.15812705448
256,139919.53734778566
2361,113588.86948655349
978,92066.2149019595
2280,159511.75836726662
2095,226417.7829987504
1709,324343.4279298576
2801,229538.72920326475
1246,116594.96362106412
2373,105244.31061985956
1055,278747.8193724094
2017,117180.41354207962
1099,276201.7585202562
1344,103757.14222898697
835,189295.260438531
1117,231911.2292295877
2043,83696.1419755243
2085,123590.15108264929
410,144890.5412605384
2650,101629.1293443938
2867,173726.6209640314
1668,125225.08981973049
1161,167431.2399055165
2122,173530.4007575903
2539,137454.0014179743
1047,140934.18204062086
1445,125504.35710736399
541,137402.4820242374
569,239540.07811311717
1276,118137.68822912473
918,152835.8187241233
326,175624.1533281647
1936,130166.86285356729
895,100229.38384088317
257,144580.67738174892
1241,172409.82651221124
1545,111207.43642353154
1189,171334.70112908847
270,135708.6525482342
2066,200880.13474965646
693,112140.0229867858
1259,151585.33840790708
2916,150509.42972302594
2321,297945.1322969416
1977,91110.79821974355
1895,157738.89660710082
1240,153291.63640999838
85,151627.7177247754
1823,110976.43316180937
825,295319.3472669617
110,230739.85511970785
697,127827.75105457447
2297,113986.64480847008
1231,128817.66249109301
1355,134390.7141785773
968,373591.93230328953
584,215335.09332295507
1315,111836.7238096849
1606,140149.2139495032
206,97444.8412045333
1685,357759.52341892937
2016,138704.31457793913
869,214902.26418694752
2135,125929.11739122636
2346,181877.6436885287
2430,214645.36900785574
2198,116200.90729681871
2652,106720.00512172087
27,123447.7884418254
241,176388.3944341132
906,113860.79729516737
1506,118727.31708036474
2098,362011.3045676014
1435,207575.14925686887
2213,128919.78474189018
1274,129027.34120736811
743,79386.07786424455
1737,196970.08459705143
2797,269667.4586302789
2185,80355.74036644933
58,164819.29206247526
830,189431.2121836098
808,112951.48779078556
680,152660.49376632477
1153,111565.93648545234
1291,133714.08921157755
1818,119548.46175179054
2161,182896.2275637469
1883,124935.75576608765
350,353507.2697929607
2473,147533.38405648276
295,187528.86474588144
293,192780.16494990748
859,127286.17741402383
288,78283.11649304676
1578,155380.19064441978
102,169302.2789700088
2831,163548.99197321158
1030,170456.74943525554
2551,133455.13892497375
1286,146291.76683980343
958,322441.31827619975
776,131069.5091196406
72,232404.86846764685
2263,261162.58734124165
1866,138665.5538746945
2876,78147.09507190599
2146,272459.80552877206
103,159578.05929970747
1500,135868.56496764693
492,195626.83624557924
167,130640.60269504102
2597,114933.15810185965
2685,115738.71706833495
1035,143575.3350524335
1220,83991.0409011189
2602,135949.81893131786
2159,210912.75293626776
695,133153.57266414608
1109,257191.17256628314
640,178415.80720519013
1652,155150.99665129854
2090,194958.71670616575
1188,179394.64933178137
2345,230051.83020786708
1059,418467.5617950397
2751,234632.67493053514
128,208056.82547398703
1523,152705.9217228737
2925,159310.21679237284
2145,289255.3434086456
1121,220484.54939347805
566,297821.28922444524
565,227719.6737685284
1331,145485.5646964684
2928,134241.8438822192
156,138804.53499703406
797,153314.68168321636
327,94897.35113435268
2859,167955.5084788318
1453,110190.39878260563
1762,348295.73572672054
1868,192065.34227364045
1760,180581.4138093859
1113,260167.91119750636
1812,191249.4582655997
117,149372.01872092485
1142,203209.12537849
2342,404742.5906460462
927,136112.101643035
2478,181915.28812857263
655,89668.15804625227
2064,115287.39287651292
369,268163.17944844475
2239,110167.36621488792
2732,196761.4791106649
1653,169193.32612501652
959,217900.5844903282
2395,342897.5747616902
1412,112749.8826015869
271,255786.1164835607
1484,139299.51580177536
1497,150440.2424898069
552,149204.6915488016
2,120687.27692247735
1855,295744.6531722193
4,278675.63622893806
2292,162378.2847103722
134,138821.16339669973
646,115649.24492454084
42,330445.9654428626
532,222346.87750860164
713,102460.05251427235
2561,126137.25090726448
2360,142969.50448692293
1333,122469.53315582039
1407,219898.88728707493
2892,306416.43637551647
574,210957.97606839682
1227,178526.60306305593
2591,218119.06601814565
1476,204268.45928804533
1125,286592.3091645575
1446,132923.43650041852
408,110188.50000572584
1101,294867.6383535145
2251,204754.9789833569
373,184949.13798649117
2554,124037.66875857682
2382,287385.52832509327
1985,82458.08545073595
519,216797.77591917285
1093,192397.5011286828
864,265211.56704742834
2889,144251.28763861622
2308,182325.9136570735
986,159504.0290576477
1302,136305.60539939266
585,151518.0716750684
2708,144481.55804744986
147,134656.83452269508
1441,229213.8773696478
383,165478.9180528646
285,150108.99229524427
181,105473.84950420754
358,168841.11558704873
780,158158.99974078345
258,189175.00487143057
1865,190986.8929495919
692,117380.96875788312
2902,322286.90406845935
508,268254.35230012954
2638,133364.62510381197
36,142015.60284912447
611,167390.27728533087
2281,132664.85717259833
1678,122668.85954923884
1696,483196.3891027258
1557,86517.72078326641
2180,155700.66169525578
1726,221354.09093454262
951,144243.83357503804
267,236377.9537602586
2706,134010.0731027141
2221,224891.66456701088
1357,148460.1585468761
2901,311392.0426518284
347,173380.13341860066
2164,184267.6186249321
1586,304026.5410464698
360,166924.1041400282
1769,221833.79934558726
2617,159504.49074475042
1879,146279.17792474214
991,202822.12370758108
1535,129167.43434765431
1191,133026.28807917386
1579,212104.5762681978
1882,146451.20883773913
1510,123011.02719313046
2196,144402.6486798563
1845,169933.86461209756
2336,409877.191381842
942,100687.31688016895
861,131678.94675346103
2555,104463.30845844097
1392,158309.96550632268
2099,272231.2718661128
1543,116416.70269088424
948,290049.0597999035
1239,159068.33836609154
22,178336.26418298655
2796,234249.84118999096
2747,183414.83822490877
92,301881.2236204664
210,169544.3455498109
1858,196349.96361430187
2228,152233.45381741214
447,226893.68535653467
827,239471.1355928651
1649,209817.36448699262
682,128086.58358681641
2698,102391.79213078186
494,161984.25655316276
214,104520.10264513147
2441,245544.7768123196
2679,99694.33383383528
1336,119285.20650315494
465,183988.7142496683
1524,144040.7696254205
2543,113691.88007413462
631,131429.00468998836
2452,312795.267861178
228,157506.1887683089
126,149559.52435048492
1092,211959.85358384202
1122,221305.26524907042
932,195655.18114673812
1980,87950.15305669005
2171,117063.50083877826
551,154810.82168488836
2768,173114.37814533373
2056,119803.27115377734
1159,372004.1378415871
2645,109877.61207366853
1174,161230.1246186516
2266,224358.56391757954
2462,403716.3957239861
1219,145836.09989193032
2922,168891.24306767786
118,140811.24975507724
474,175980.79545151338
2576,153184.99624268437
872,293269.754390638
1077,221474.69105968802
1536,147999.69170728032
1150,123596.45373929647
2341,303360.12142745114
1931,147750.8937884741
2785,127284.19899504486
2538,128765.48097957461
597,199239.28392849857
464,171643.21942527255
233,249505.18942445784
2169,136099.26277957758
2123,162470.96025493197
1867,163826.5967635763
137,266745.4264666126
515,226573.3169526205
933,113615.15940580203
2784,148193.4151590533
972,173487.8382086903
599,149968.01970193908
2614,123875.39942790274
2582,136614.769231832
1409,176179.92081405525
175,91212.54283268133
352,215568.72381186622
976,97261.12799906183
2134,200843.7046097204
984,117084.20379972048
2396,346470.7466685318
1673,146415.75306798346
404,118349.40181493638
607,169983.55228674857
814,149067.8756147938
868,197404.27500326364
2271,212355.55907114496
1633,238482.44958266494
337,179187.28790318477
2765,167471.0373470685
1746,241983.27472584773
368,355203.47920314735
2806,197297.0706807074
1662,169848.5562645715
1234,225390.91536083358
1373,132070.15116703542
1672,114885.62991164302
1939,121255.45510905335
